customer_ID,day,group_size,homeowner,car_age,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,cost,car_vv,A,B,C,D,E,F,G,A_last,B_last,C_last,D_last,E_last,F_last,G_last,A_num,B_num,C_num,D_num,E_num,F_num,G_num,A_cheap,B_cheap,C_cheap,D_cheap,E_cheap,F_cheap,G_cheap,A_res,B_res,C_res,D_res,E_res,F_res,G_res
10006387,0,1.0,1.0,4.0,3.0,68.0,68.0,0.0,4.0,1.0,648.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,1,0,4,3,0,0,2,1,1,1,1,1,1,1,1.0,0.0,4.0,3.0,0.0,0.0,2.0,1,1,4,3,1,0,2
10006388,0,1.0,0.0,17.0,,25.0,25.0,0.0,3.0,9.0,600.625,3.75,0.375,0.375,2.25,3.0,0.375,0.375,1.375,0,0,2,3,0,0,1,2,2,2,1,2,2,2,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0,0,2,3,0,0,1
10006389,3,1.0,1.0,6.0,2.0,40.0,16.0,0.0,4.0,9.0,609.5,7.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,1,1,4,3,1,0,2,1,1,1,1,1,1,1,1.0,1.0,4.0,3.0,1.0,0.0,2.0,1,1,4,3,1,0,2
10006392,3,2.0,0.0,12.0,,23.0,22.0,1.0,3.0,6.0,632.0,5.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1,1,1,3,0,1,2,1,1,1,1,1,1,1,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1,1,1,3,0,1,2
10006393,1,2.0,1.0,10.0,2.0,56.0,55.0,1.0,3.0,0.0,731.1666666666666,5.0,0.0,0.0,3.0,2.8333333333333335,0.0,0.0,3.1666666666666665,0,0,3,3,0,0,3,1,1,1,2,1,1,2,0.0,0.0,3.0,2.0,0.0,0.0,4.0,0,0,3,3,0,0,3
10006396,0,1.0,1.0,9.0,4.0,67.0,67.0,0.0,2.0,9.0,645.4,5.0,1.0,0.8,1.8,2.0,0.8,1.2,3.2,1,1,2,2,1,1,3,1,2,2,1,2,2,2,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1,1,2,2,1,1,3
10006397,3,1.0,1.0,6.0,3.0,75.0,75.0,0.0,3.0,15.0,594.0,5.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1,0,2,2,0,2,3,1,1,1,1,1,1,1,1.0,0.0,2.0,2.0,0.0,2.0,3.0,2,0,3,3,0,1,3
10006398,4,1.0,1.0,14.0,4.0,36.0,36.0,0.0,3.0,0.0,657.75,6.0,0.0,0.0,3.0,3.0,0.0,1.0,4.0,0,0,3,3,0,1,4,1,1,1,1,1,1,1,0.0,0.0,3.0,3.0,0.0,1.0,4.0,0,0,3,3,0,0,2
10006401,0,1.0,0.0,2.0,,53.0,53.0,0.0,2.0,3.0,670.625,5.0,2.0,0.0,1.5,1.625,1.0,1.875,3.0,2,0,2,2,1,2,3,1,1,2,2,1,2,1,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2,0,2,2,1,2,3
10006402,1,2.0,0.14285714285714285,6.0,2.0,58.0,52.0,1.0,3.0,6.0,648.7142857142857,7.0,1.0,0.0,3.0,3.0,1.0,2.0,3.0,1,0,3,3,1,2,3,1,1,1,1,1,1,1,1.0,0.0,3.0,3.0,1.0,2.0,3.0,1,0,3,3,1,2,3
10006403,2,1.0,0.0,4.0,2.0,31.0,31.0,0.0,3.0,15.0,650.2,5.0,1.0,1.0,3.1,2.8,1.0,2.0,4.0,1,1,4,3,1,2,4,1,1,3,2,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1,1,4,3,1,2,4
10006405,0,1.0,0.0,15.0,1.0,64.0,64.0,0.0,2.0,0.0,561.3333333333334,4.0,0.0,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.0,0.0,1.6666666666666667,0,1,3,3,0,0,2,1,2,2,2,1,1,2,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,3,3,0,0,2
10006409,1,1.0,0.0,4.0,,22.0,22.0,0.0,3.0,5.0,658.5,5.0,1.0,0.16666666666666666,1.3333333333333333,2.0,0.16666666666666666,2.0,2.0,1,0,1,2,0,2,2,1,2,2,1,2,1,1,1.0,0.0,1.0,2.0,0.0,2.0,2.0,1,0,1,2,0,2,2
10006410,2,1.0,0.0,13.0,3.0,21.0,21.0,0.0,2.0,4.0,659.0,6.428571428571429,0.0,0.0,1.1428571428571428,2.142857142857143,0.0,0.0,1.8571428571428572,0,0,1,2,0,0,2,1,1,2,2,1,1,2,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0,0,1,2,0,0,2
10006411,1,2.0,0.0,6.0,,45.0,31.0,1.0,3.0,1.0,633.6,4.0,1.6,0.2,1.4,1.4,0.6,1.0,2.6,1,0,1,1,0,1,3,2,2,2,2,2,1,2,2.0,0.0,1.0,1.0,1.0,1.0,3.0,2,0,1,1,0,1,3
10006412,0,2.0,0.0,6.0,1.0,75.0,75.0,1.0,3.0,15.0,617.0,5.0,1.0,0.0,3.0,2.8,0.8,0.4,3.2,1,0,3,3,1,0,3,1,1,1,2,2,2,2,1.0,0.0,3.0,2.0,0.0,2.0,4.0,1,0,3,3,1,0,3
10006417,3,1.0,1.0,9.0,1.0,71.0,71.0,0.0,3.0,15.0,606.4285714285714,7.0,1.0,0.14285714285714285,3.0,3.0,0.14285714285714285,2.0,3.0,1,0,3,3,0,2,3,1,2,1,1,2,1,1,1.0,0.0,3.0,3.0,0.0,2.0,3.0,1,0,3,3,1,1,3
10006418,4,1.0,1.0,2.0,3.0,43.0,43.0,0.0,3.0,15.0,595.0,5.0,1.0,0.6666666666666666,3.0,3.0,0.6666666666666666,2.0,2.6666666666666665,1,1,3,3,1,2,3,1,2,1,1,2,1,2,1.0,0.0,3.0,3.0,0.0,2.0,2.0,1,1,3,3,1,2,3
10006419,1,2.0,1.0,2.0,,31.0,24.0,1.0,3.0,1.0,624.8571428571429,5.0,1.0,0.0,3.0,3.0,0.0,2.0,3.0,1,0,3,3,0,2,3,1,1,1,1,1,1,1,1.0,0.0,3.0,3.0,0.0,2.0,3.0,1,0,3,3,0,2,3
10006420,4,1.0,1.0,1.0,,23.0,23.0,0.0,1.0,1.0,676.8,3.0,0.6,0.6,1.0,1.0,0.6,1.2,2.0,1,1,1,1,1,2,2,2,2,1,1,2,2,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,1,1,1,1,2,2
10006422,2,1.0,0.0,1.0,3.0,22.0,22.0,0.0,4.0,5.0,705.6666666666666,5.0,1.0,1.0,3.0,3.0,1.0,0.0,2.6666666666666665,1,1,3,3,1,0,2,1,1,1,1,1,1,2,1.0,1.0,3.0,3.0,1.0,0.0,2.0,1,1,3,3,1,0,2
10006424,0,1.0,1.0,1.0,3.0,30.0,30.0,0.0,4.0,10.0,613.0,6.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2,0,3,3,1,2,2,1,1,1,1,1,1,1,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2,0,3,3,1,2,2
10006425,2,1.0,1.0,14.0,,53.0,53.0,0.0,2.0,8.0,633.0,4.0,1.0,0.0,2.5,3.0,1.0,1.0,1.0,1,0,2,3,1,1,1,1,1,2,1,1,1,1,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1,0,2,3,1,1,2
10006427,3,2.0,1.0,1.0,2.0,32.0,32.0,1.0,3.0,1.0,691.5714285714286,9.0,1.8571428571428572,0.0,3.0,3.0,0.0,0.0,1.2857142857142858,2,0,3,3,0,0,1,2,1,1,1,1,1,2,2.0,0.0,3.0,3.0,0.0,0.0,1.0,2,0,3,3,0,0,1
10006428,0,1.0,1.0,1.0,4.0,26.0,26.0,0.0,2.0,6.0,775.0,8.0,0.5,0.5,3.0,3.0,0.5,0.0,2.0,1,1,3,3,1,0,2,2,2,1,1,2,1,1,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2,1,3,3,1,0,2
10006429,3,1.0,1.0,2.0,4.0,63.0,63.0,0.0,3.0,9.0,597.8571428571429,6.0,2.0,0.42857142857142855,3.0,3.0,0.42857142857142855,2.0,3.0,2,1,3,3,1,2,3,1,2,1,1,2,1,1,2.0,0.0,3.0,3.0,0.0,2.0,3.0,2,1,3,3,1,2,3
10006431,4,1.0,1.0,5.0,,56.0,56.0,0.0,3.0,14.0,646.7142857142857,5.0,1.0,0.0,2.142857142857143,3.0,1.0,2.0,1.1428571428571428,1,0,2,3,1,2,1,1,1,2,1,1,1,2,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1,0,2,3,1,2,1
10006433,5,2.0,0.0,1.0,4.0,75.0,55.0,1.0,,,621.4285714285714,5.0,1.0,1.0,3.0,3.0,1.0,1.8571428571428572,1.0,1,1,3,3,1,2,1,1,1,1,1,1,2,1,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1,1,3,3,1,2,1
10006434,0,1.0,0.0,13.0,3.0,24.0,24.0,0.0,2.0,6.0,688.5,5.0,0.16666666666666666,0.8333333333333334,1.1666666666666667,3.0,0.0,2.0,2.5,0,1,1,3,0,2,3,2,2,2,1,1,1,2,0.0,1.0,1.0,3.0,0.0,2.0,3.0,1,1,1,3,0,2,3
10006436,3,1.0,0.0,9.0,2.0,21.0,21.0,0.0,4.0,0.0,653.6666666666666,5.0,1.0,1.0,3.0,3.0,1.0,1.0,2.6666666666666665,1,1,3,3,1,1,3,1,1,1,1,1,1,2,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1,0,4,3,1,1,4
10006437,1,1.0,1.0,1.0,,60.0,60.0,0.0,3.0,3.0,670.25,6.0,1.5,0.875,1.0,1.875,0.625,1.5,1.375,2,1,1,2,1,2,1,3,2,1,2,2,3,2,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2,1,2,3,1,2,1
10006438,1,1.0,1.0,1.0,4.0,37.0,37.0,0.0,3.0,7.0,753.6,6.0,1.0,0.0,3.0,3.0,1.0,0.0,2.2,1,0,3,3,1,0,2,1,1,1,1,1,1,2,1.0,0.0,3.0,3.0,1.0,0.0,2.0,1,0,3,3,1,0,2
10006439,5,1.0,0.0,3.0,3.0,43.0,43.0,0.0,3.0,9.0,660.25,4.0,1.0,0.75,3.0,3.0,1.0,0.0,1.75,1,1,3,3,1,0,2,1,2,1,1,1,1,2,1.0,0.0,3.0,3.0,1.0,0.0,1.0,1,1,3,3,1,0,2
10006440,0,2.0,1.0,7.0,,21.0,21.0,1.0,1.0,2.0,625.2,5.0,0.2,1.0,1.8,2.2,0.0,0.4,1.8,0,1,1,2,0,0,1,2,1,3,2,1,2,3,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0,1,2,2,0,0,1
10006441,3,2.0,1.0,7.0,4.0,64.0,19.0,1.0,3.0,8.0,757.0,4.0,1.0,1.0,2.4444444444444446,3.0,1.0,2.0,1.0,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1,1,2,3,1,2,2
10006443,4,1.0,1.0,4.0,,60.0,60.0,0.0,3.0,15.0,620.8,5.0,1.0,0.6,3.0,3.0,0.6,1.8,2.2,1,1,3,3,1,2,2,1,2,1,1,2,2,2,1.0,0.0,3.0,3.0,0.0,2.0,2.0,1,0,3,3,0,2,2
10006444,2,1.0,0.0,16.0,,21.0,21.0,0.0,3.0,0.0,575.6666666666666,4.0,0.3333333333333333,0.0,1.6666666666666667,1.6666666666666667,0.0,2.0,3.0,0,0,2,2,0,2,3,2,1,2,2,1,1,1,0.0,0.0,2.0,2.0,0.0,2.0,3.0,0,0,2,2,0,2,3
10006445,1,1.0,1.0,7.0,3.0,28.0,28.0,0.0,3.0,7.0,600.0,4.0,1.0,1.0,3.0,3.0,0.5,2.0,2.0,1,1,3,3,1,2,2,1,1,1,1,2,1,1,1.0,1.0,3.0,3.0,0.0,2.0,2.0,2,0,3,3,0,2,3
10006447,4,1.0,0.0,7.0,,42.0,42.0,0.0,1.0,1.0,644.625,5.0,0.875,0.0,1.0,1.0,0.0,1.75,1.125,1,0,1,1,0,2,1,2,1,1,1,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0,1,1,0,2,1
10006451,1,1.0,0.875,6.0,4.0,31.0,31.0,0.0,3.0,9.0,641.125,6.0,0.875,1.0,3.0,3.0,0.875,0.0,3.0,1,1,3,3,1,0,3,2,1,1,1,2,1,1,0.0,1.0,3.0,3.0,0.0,0.0,3.0,1,1,3,3,1,0,3
10006454,1,2.0,1.0,11.0,,55.0,21.0,0.0,2.0,15.0,606.2,6.0,1.0,1.0,3.0,3.0,1.0,1.0,2.8,1,1,3,3,1,1,3,1,1,1,1,1,1,2,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1,1,3,3,1,1,3
10006457,0,1.0,0.0,7.0,4.0,32.0,32.0,0.0,1.0,1.0,660.8888888888889,7.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1,0,1,1,0,2,1,1,1,1,1,1,1,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1,0,1,1,0,2,1
10006459,4,1.875,1.0,5.0,2.0,73.0,71.25,0.875,3.0,9.0,572.375,5.0,1.0,0.75,3.75,3.0,0.0,1.25,1.875,1,1,4,3,0,1,4,1,2,2,1,1,2,3,1.0,0.0,3.0,3.0,0.0,2.0,1.0,1,1,4,3,0,1,4
10006460,1,2.0,1.0,4.0,1.0,40.0,38.0,1.0,3.0,1.0,609.1666666666666,5.0,1.0,0.8333333333333334,3.0,3.0,0.8333333333333334,1.8333333333333333,1.6666666666666667,1,1,3,3,1,2,1,1,2,1,1,2,2,2,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1,1,3,3,1,2,2
10006461,1,1.0,1.0,13.0,,71.0,71.0,0.0,3.0,3.0,573.5,6.0,0.25,0.25,2.25,3.0,0.25,0.25,3.25,0,0,2,3,0,0,4,2,2,2,1,2,2,2,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0,0,2,3,0,0,2
10006463,2,1.0,0.0,10.0,,51.0,51.0,0.0,3.0,7.0,627.8571428571429,3.0,0.0,1.0,3.0,3.0,0.0,0.0,2.2857142857142856,0,1,3,3,0,0,2,1,1,1,1,1,1,2,0.0,1.0,3.0,3.0,0.0,0.0,3.0,0,1,3,3,0,0,2
10006464,1,1.0,1.0,10.0,4.0,63.0,63.0,0.0,4.0,3.0,647.7142857142857,7.0,1.0,0.5714285714285714,1.1428571428571428,2.0,1.0,1.8571428571428572,2.0,1,0,1,2,1,2,2,1,2,2,1,1,2,1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1,0,3,2,1,2,2
10006467,2,2.0,1.0,9.0,1.0,63.0,62.0,1.0,3.0,5.0,575.5,5.0,1.0,0.5,2.5,3.0,0.5,2.0,2.5,1,1,3,3,1,2,3,1,2,2,1,2,1,2,1.0,0.0,2.0,3.0,0.0,2.0,2.0,1,0,4,3,1,1,3
10006469,4,1.0,0.0,9.0,,32.0,32.0,0.0,2.0,1.0,676.75,6.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1,1,2,3,1,1,3,1,1,1,1,1,1,1,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1,1,2,3,1,1,3
10006470,2,2.0,1.0,1.0,3.0,44.0,16.0,1.0,4.0,1.0,720.3333333333334,7.0,2.0,0.0,4.0,3.0,0.0,3.0,2.888888888888889,2,0,4,3,0,3,3,1,1,1,1,1,1,2,2.0,0.0,4.0,3.0,0.0,3.0,2.0,2,0,4,3,0,3,3
10006471,4,1.0,0.0,4.0,4.0,27.0,27.0,0.0,4.0,9.0,631.6666666666666,5.0,1.8333333333333333,0.3333333333333333,2.1666666666666665,2.1666666666666665,0.3333333333333333,2.8333333333333335,1.5,2,0,2,2,0,3,1,2,2,2,2,2,2,2,2.0,0.0,2.0,2.0,0.0,3.0,1.0,2,0,2,2,0,3,1
10006472,1,1.0,1.0,3.0,,50.0,50.0,0.0,2.0,11.0,631.4285714285714,5.0,1.0,0.7142857142857143,1.7142857142857142,1.7142857142857142,0.7142857142857143,1.7142857142857142,2.2857142857142856,1,1,2,2,1,2,2,3,2,2,2,2,3,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,1,2,2,1,3,3
10006474,0,1.625,0.0,8.0,4.0,26.875,25.0,0.0,3.0,9.0,637.875,7.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1,0,3,3,0,2,3,1,1,2,2,1,1,1,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1,0,3,3,0,2,3
10006476,4,1.0,0.0,1.0,4.0,30.0,30.0,0.0,4.0,1.0,665.875,9.0,1.0,1.0,4.0,1.75,0.625,2.0,2.75,1,1,4,3,1,2,3,1,1,1,2,2,1,2,1.0,1.0,4.0,2.0,0.0,2.0,2.0,1,1,4,3,1,2,3
10006479,0,1.0,1.0,1.0,1.0,72.0,72.0,0.0,2.0,15.0,641.1428571428571,5.0,1.0,1.0,2.0,3.0,0.5714285714285714,1.5714285714285714,1.0,1,1,2,3,1,1,1,1,1,1,1,2,2,1,1.0,1.0,2.0,3.0,0.0,2.0,1.0,1,1,2,3,1,1,1
10006480,0,1.0,1.0,5.0,,68.0,68.0,0.0,3.0,10.0,652.0,6.0,0.6,0.6,2.6,2.6,0.6,0.6,2.2,1,1,3,3,1,1,1,2,2,2,2,2,2,3,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1,1,3,3,1,1,1
10006482,2,1.0,1.0,1.0,1.0,33.0,33.0,0.0,1.0,1.0,671.8888888888889,5.0,0.7777777777777778,0.0,1.0,1.0,0.7777777777777778,1.5555555555555556,2.2222222222222223,1,0,1,1,1,2,2,2,1,1,1,2,2,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0,1,1,1,2,2
10006483,2,1.0,0.0,5.0,2.0,31.0,31.0,0.0,4.0,4.0,625.6,5.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0,0,2,2,0,0,2,1,1,1,1,1,1,1,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0,0,2,2,0,0,2
10006486,0,1.0,0.0,18.0,,26.0,26.0,0.0,1.0,8.0,666.6666666666666,5.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2,1,1,1,1,2,4,1,1,1,1,1,1,2,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0,0,1,1,0,0,2
10006487,0,1.0,0.0,13.0,4.0,22.333333333333332,22.333333333333332,0.0,1.0,1.0,597.0,7.0,0.0,1.0,2.0,3.0,0.0,0.0,2.8333333333333335,0,1,2,3,0,0,3,1,1,1,1,1,1,3,0.0,1.0,2.0,3.0,0.0,0.0,3.0,0,1,2,3,0,0,3
10006488,2,1.0,0.0,7.0,4.0,19.0,19.0,0.0,4.0,4.0,657.0,5.0,1.0,1.0,2.857142857142857,3.0,0.0,2.0,2.0,1,1,2,3,0,2,2,1,1,2,1,1,1,1,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1,1,2,3,0,2,2
10006489,0,1.0,1.0,4.0,1.0,60.0,60.0,0.0,3.0,3.0,626.625,6.0,1.0,0.875,3.0,2.875,1.0,0.0,2.25,1,1,3,3,1,0,2,1,2,1,2,1,1,2,1.0,1.0,3.0,3.0,1.0,0.0,2.0,1,1,3,3,1,0,2
10006490,0,1.0,0.0,12.0,,27.0,27.0,0.0,1.0,2.0,667.5,4.0,0.25,0.0,2.0,3.0,0.0,0.5,1.0,0,0,1,3,0,0,1,2,1,2,1,1,2,1,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1,0,1,3,0,2,1
10006491,3,1.0,1.0,8.0,,54.0,54.0,0.0,3.0,10.0,610.0,6.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,1,0,3,3,0,2,3,1,1,1,1,1,1,2,1.0,0.0,3.0,3.0,0.0,2.0,1.0,2,0,3,3,0,2,3
10006492,2,1.0,1.0,7.0,,31.0,31.0,0.0,1.0,1.0,610.1428571428571,7.0,0.7142857142857143,0.0,1.0,1.0,0.0,1.4285714285714286,2.2857142857142856,1,0,1,1,0,2,2,2,1,1,1,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,1,1,1,1,2,2
10006494,3,2.0,0.0,10.0,,60.0,34.0,0.0,1.0,14.0,587.5,7.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1,1,1,1,0,2,2,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1,1,1,1,0,2,2
10006495,3,1.0,1.0,1.0,2.0,64.0,64.0,0.0,3.0,0.0,540.5,6.0,0.5,0.0,3.0,2.0,0.0,1.0,1.0,1,0,3,2,0,2,1,2,1,1,1,1,2,1,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1,0,3,2,0,2,1
10006497,3,1.0,1.0,1.0,,58.0,58.0,0.0,2.0,1.0,657.2,6.0,1.0,0.0,2.0,2.0,0.0,1.0,2.2,1,0,2,2,0,1,3,1,1,1,1,1,1,3,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1,0,2,2,0,1,3
10006498,2,2.0,1.0,2.0,3.0,39.0,31.0,1.0,3.0,4.0,638.75,7.0,1.0,1.0,2.75,2.0,1.0,2.0,2.25,1,1,3,2,1,2,2,1,1,2,1,1,1,2,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1,1,3,2,1,2,2
10006499,2,1.0,1.0,6.0,2.0,58.0,58.0,0.0,3.0,2.0,579.375,4.0,1.0,0.875,3.0,3.0,0.875,1.125,4.0,1,1,3,3,1,1,4,1,2,1,1,2,2,1,1.0,0.0,3.0,3.0,0.0,2.0,4.0,1,1,3,3,1,1,4
10006500,3,1.0,0.0,9.0,3.0,39.0,39.0,0.0,4.0,1.0,642.6666666666666,9.0,1.0,1.0,1.6666666666666667,3.0,1.0,1.0,3.1666666666666665,1,1,1,3,1,1,3,1,1,2,1,1,1,2,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1,1,1,3,1,1,3
10006501,0,1.0,0.0,14.0,,31.0,31.0,0.0,4.0,6.0,597.0,6.0,0.25,0.0,1.5,1.5,0.25,0.25,2.0,0,0,1,1,0,0,2,2,1,2,2,2,2,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,1,1,0,0,2
10006503,1,2.0,1.0,45.0,,35.0,31.0,1.0,2.0,1.0,589.3333333333334,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,2.0,0,0,1,1,0,0,2,1,1,1,1,1,2,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,1,1,0,0,2
10006504,2,2.0,1.0,1.0,,29.0,24.0,1.0,3.0,3.0,628.5714285714286,6.0,1.1428571428571428,1.0,3.0,3.0,0.0,1.7142857142857142,2.0,1,1,3,3,0,2,2,2,1,1,1,1,2,1,2.0,1.0,3.0,3.0,0.0,2.0,2.0,1,1,3,3,0,2,2
10006506,3,2.0,1.0,1.0,3.0,23.0,23.0,1.0,3.0,3.0,689.6666666666666,5.0,1.0,0.0,1.0,2.0,0.6666666666666666,2.0,3.0,1,0,1,2,1,2,3,1,1,1,1,2,1,1,1.0,0.0,1.0,2.0,0.0,2.0,3.0,1,0,1,2,1,2,3
10006508,1,1.0,0.0,1.0,2.0,55.0,55.0,0.0,3.0,15.0,620.4285714285714,7.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1,1,3,2,1,1,3,1,1,1,1,1,1,1,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1,1,3,2,1,1,3
10006509,0,1.0,1.0,13.0,,59.0,59.0,0.0,,,709.0,6.0,1.0,0.0,1.0,1.0,0.5,1.5,2.0,0,0,1,1,0,0,2,2,1,1,1,2,2,1,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2,0,1,3,1,3,2
10006512,4,1.0,1.0,4.0,4.0,75.0,75.0,0.0,3.0,15.0,697.7142857142857,5.0,0.5714285714285714,0.5714285714285714,2.142857142857143,1.5714285714285714,0.5714285714285714,1.1428571428571428,2.0,1,1,3,2,1,2,1,2,2,2,2,2,2,3,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1,1,3,2,1,2,3
10006514,3,1.0,1.0,2.0,,37.0,37.0,0.0,3.0,1.0,621.375,8.0,0.625,0.0,2.25,2.25,0.625,1.25,2.5,1,0,3,3,1,2,2,2,1,2,2,2,2,2,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1,0,3,3,1,2,2
10006515,1,1.0,1.0,26.0,,28.0,28.0,0.0,2.0,3.0,597.1428571428571,2.0,0.14285714285714285,0.14285714285714285,2.142857142857143,3.0,0.14285714285714285,0.14285714285714285,2.857142857142857,0,0,2,3,0,0,3,2,2,2,1,2,2,2,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0,0,2,3,0,0,3
10006516,2,1.0,1.0,9.0,4.0,55.0,55.0,0.0,3.0,1.0,571.75,5.0,1.0,0.0,2.5,3.0,0.0,1.25,1.75,1,0,3,3,0,1,2,1,1,2,1,1,2,2,1.0,0.0,3.0,3.0,0.0,1.0,2.0,1,0,3,3,1,1,3
10006517,1,1.0,1.0,3.0,1.0,74.0,74.0,0.0,3.0,3.0,626.2,5.0,1.8,0.6,3.0,2.0,0.2,2.8,3.0,2,1,3,2,0,3,3,2,2,1,1,2,2,1,2.0,0.0,3.0,2.0,0.0,3.0,3.0,2,1,3,2,0,2,4
10006518,0,1.0,1.0,17.0,,42.0,42.0,0.0,1.0,14.0,627.4285714285714,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,0,1,1,0,0,4,1,1,1,1,1,1,3,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0,0,1,1,0,0,4
10006521,0,1.0,0.0,4.0,2.0,71.0,71.0,0.0,2.0,12.0,645.2222222222222,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.888888888888889,1,1,2,2,1,1,3,1,1,1,1,1,1,3,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1,1,2,2,1,1,3
10006524,2,1.0,1.0,15.0,1.0,57.0,57.0,0.0,1.0,3.0,563.6666666666666,5.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.16666666666666666,3.1666666666666665,0,0,1,1,0,0,3,2,1,1,1,1,2,2,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,0,1,1,0,0,3
10006525,4,1.0,1.0,14.0,3.0,55.0,55.0,0.0,3.0,1.0,611.75,3.0,1.5,1.0,3.0,3.0,1.0,2.0,1.0,2,1,3,3,1,3,1,2,1,1,1,1,2,1,2.0,1.0,3.0,3.0,1.0,3.0,1.0,0,1,3,3,0,0,1
10006527,4,1.5,0.0,5.0,,24.0,23.0,0.0,1.0,1.0,745.8333333333334,4.0,1.0,1.0,1.3333333333333333,2.3333333333333335,0.0,2.0,2.0,1,1,1,2,0,2,2,1,1,2,2,1,1,1,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1,1,1,2,0,2,2
10006529,0,1.0,0.0,3.0,4.0,49.0,49.0,0.0,3.0,15.0,677.6,5.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1,1,3,3,1,2,2
10006530,5,1.0,0.0,4.0,2.0,51.0,51.0,0.0,3.0,1.0,662.5,5.0,1.0,0.0,2.5,2.0,0.0,2.0,2.0,1,0,3,2,0,2,2,1,1,2,1,1,1,1,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1,0,2,2,0,2,1
10006531,0,1.0,0.0,5.0,3.0,22.0,22.0,0.0,3.0,7.0,681.0,6.0,1.0,0.0,3.0,3.0,0.0,1.0,4.0,1,0,3,3,0,1,4,1,1,1,1,1,1,1,1.0,0.0,3.0,3.0,0.0,1.0,4.0,1,0,3,3,0,1,4
